ANO4,TRIMESTRE,PROVINCIA,label_provincia,total_ocupados,total_desocupados,pea,pob_10_mas,tasa_actividad,tasa_empleo,tasa_desempleo
2017,3,Entre Ríos,Entre Ríos,138477,6502,144979,328478,0.4413659362270837,0.42157161210187594,0.04484787451975803
2017,3,Formosa,Formosa,78294,2540,80834,244916,0.33004785314148527,0.3196769504646491,0.03142242125838137
2017,3,Jujuy,Jujuy,147830,9211,157041,337012,0.46598043986564275,0.43864906887588573,0.058653472660005986
2017,3,La Pampa,La Pampa,46538,3370,49908,124013,0.4024416795013426,0.3752671090934015,0.06752424461008255
2017,3,La Rioja,La Rioja,81036,2300,83336,205762,0.405011615361437,0.3938336524722738,0.027599116828261494
2017,3,Mendoza,Mendoza,399538,18225,417763,941319,0.4438059786321109,0.4244448481333108,0.04362521333866331
2017,3,Misiones,Misiones,157246,6771,164017,358495,0.4575154465194773,0.43862815380967657,0.04128230610241621
2017,3,Neuquén,Neuquén,127558,8494,136052,296069,0.45952801542883587,0.4308387571816029,0.06243201128980096
2017,3,Río Negro,Río Negro,33314,593,33907,89299,0.37970190035722684,0.37306128848027414,0.017489014067891585
2017,3,Salta,Salta,258677,24165,282842,614033,0.4606299661418849,0.4212754037649442,0.08543639204927132
2017,3,San Juan,San Juan,183378,18159,201537,502397,0.40115088266848725,0.3650061604667225,0.09010256181247116
2017,3,San Luis,San Luis,83526,3023,86549,225491,0.3838246315817483,0.37041833155203535,0.03492819096696669
2017,3,Santa Cruz,Santa Cruz,46427,2947,49374,115563,0.42724747540302693,0.401746233656101,0.059687284805768216
2017,3,Santa Fe,Santa Fe,768299,57434,825733,1819260,0.4538839967899036,0.42231401778745203,0.06955517098141893
2017,3,Santiago del Estero,Santiago del Estero,154657,3806,158463,383081,0.4136540313928386,0.4037187957638202,0.024018225074623097
2017,3,Tierra del Fuego,Tierra del Fuego,61427,3713,65140,154062,0.42281678804637096,0.39871610130986224,0.05700030703101013
2017,3,Tucumán,Tucumán,360502,30225,390727,883137,0.4424307893339312,0.4082062013028556,0.0773558008532812
2017,2,Buenos Aires,Buenos Aires,5576566,674240,6250806,13918224,0.4491094553443025,0.4006664930813012,0.10786448979539598
2017,2,Catamarca,Catamarca,91079,9714,100793,215026,0.46874796536232827,0.4235720331494796,0.09637574037879615
2017,2,Chaco,Chaco,144536,2406,146942,384517,0.38214695319062614,0.37588975259871477,0.016373807352560873
2017,2,Chubut,Chubut,138398,11443,149841,358356,0.41813448079563337,0.3862025471877128,0.07636761633998705
2017,2,Ciudad Autónoma de Buenos Aires,CABA,1501606,113000,1614606,2929898,0.5510792525883154,0.512511357050655,0.06998611425945402
2017,2,Corrientes,Corrientes,150965,6429,157394,370393,0.4249378362982022,0.40758059682553394,0.040846537987470934
2017,2,Córdoba,Córdoba,715057,62081,777138,1705965,0.4555415849680386,0.4191510376824847,0.079884138981751
2017,2,Entre Ríos,Entre Ríos,136332,4686,141018,328327,0.42950473156334995,0.41523237504073685,0.03322980045100626
2017,2,Formosa,Formosa,78779,2410,81189,244407,0.33218770329818703,0.3223271019242493,0.029683824163371886
2017,2,Jujuy,Jujuy,146274,11749,158023,336139,0.4701120667342974,0.43515926447094805,0.07434993640166306
2017,2,La Pampa,La Pampa,47091,3024,50115,123707,0.4051104626253971,0.38066560501830937,0.060341215205028435
2017,2,La Rioja,La Rioja,83162,3757,86919,205012,0.42397030417731646,0.4056445476362359,0.04322415122125197
2017,2,Mendoza,Mendoza,380740,14540,395280,939597,0.42069099837483515,0.4052162788940365,0.036784051811374216
2017,2,Misiones,Misiones,142348,7607,149955,357413,0.419556647351943,0.3982731461922202,0.050728551898903004
2017,2,Neuquén,Neuquén,118741,9629,128370,295163,0.43491223493459547,0.4022895823663535,0.0750097374776038
2017,2,Río Negro,Río Negro,32383,522,32905,89025,0.36961527660769444,0.3637517551249649,0.01586385047865066
2017,2,Salta,Salta,255439,21774,277213,611877,0.4530534731653584,0.4174678897883071,0.07854609993037845
2017,2,San Juan,San Juan,198736,9371,208107,501258,0.41516943370479875,0.39647447023289406,0.045029720288121015
2017,2,San Luis,San Luis,88075,2534,90609,224542,0.40352807047233924,0.39224287661105717,0.027966316811795736
2017,2,Santa Cruz,Santa Cruz,48333,2161,50494,114973,0.4391813730180129,0.4203856557626573,0.042797164019487466
2017,2,Santa Fe,Santa Fe,763599,78747,842346,1815902,0.4638719490368974,0.42050672338044676,0.09348533737917673
2017,2,Santiago del Estero,Santiago del Estero,140439,5960,146399,382231,0.38301184362335866,0.3674191784549134,0.040710660591943934
2017,2,Tierra del Fuego,Tierra del Fuego,63090,4135,67225,152955,0.43950835212971134,0.4124742571344513,0.06150985496467088
2017,2,Tucumán,Tucumán,353053,26530,379583,881542,0.4305898074056596,0.4004948147677592,0.0698924872820964
2017,1,Buenos Aires,Buenos Aires,5602846,715655,6318501,13875839,0.45535992454222046,0.40378430450223585,0.11326341485108572
2017,1,Catamarca,Catamarca,88744,10724,99468,214550,0.46361221160568633,0.41362852481938944,0.10781356818273213
2017,1,Chaco,Chaco,133077,1867,134944,383974,0.3514404621146223,0.34657815372915873,0.013835368745553711
2017,1,Chubut,Chubut,139776,9769,149545,356649,0.41930581608247885,0.39191473970206003,0.06532481861646997
2017,1,Ciudad Autónoma de Buenos Aires,CABA,1505717,128630,1634347,2926889,0.5583904958472973,0.5144428094129979,0.07870421642405193
2017,1,Corrientes,Corrientes,148114,5956,154070,369673,0.41677374328122424,0.40066220686931425,0.03865775296942948
2017,1,Córdoba,Córdoba,696710,73655,770365,1703280,0.4522832417453384,0.409040204781363,0.09561052228489093
2017,1,Entre Ríos,Entre Ríos,130696,7613,138309,327751,0.4219941357921105,0.39876613648776055,0.05504341727580996
2017,1,Formosa,Formosa,75248,2221,77469,243464,0.31819488712910327,0.30907238852561364,0.028669532329060658
2017,1,Jujuy,Jujuy,141328,6153,147481,335420,0.43969053723689705,0.42134637171307615,0.04172062841993206
2017,1,La Pampa,La Pampa,47975,4533,52508,123449,0.4253416390574245,0.38862202204959134,0.08632970214062619
2017,1,La Rioja,La Rioja,82588,4121,86709,204009,0.4250253665279473,0.40482527731619683,0.04752678499348395
2017,1,Mendoza,Mendoza,380621,18830,399451,937900,0.4258993496108327,0.4058225823648577,0.04713969923720306
2017,1,Misiones,Misiones,138937,5928,144865,356298,0.40658381467198806,0.38994605639099855,0.0409208573499465
2017,1,Neuquén,Neuquén,115799,6089,121888,294122,0.41441306668661304,0.3937107730805584,0.049955697033342086
2017,1,Río Negro,Río Negro,32892,379,33271,88646,0.37532432371455,0.37104889109491684,0.011391301734243034
2017,1,Salta,Salta,260690,20465,281155,610089,0.4608425983749912,0.4272983122134639,0.07278903096156925
2017,1,San Juan,San Juan,180093,11275,191368,500131,0.38263574943364836,0.36009165598613163,0.058917896409013
2017,1,San Luis,San Luis,83639,2005,85644,223623,0.3829838612307321,0.37401787830411004,0.023410863574798
2017,1,Santa Cruz,Santa Cruz,49139,1703,50842,114326,0.4447107394643388,0.4298147403040428,0.03349592856299909
2017,1,Santa Fe,Santa Fe,760724,74649,835373,1812907,0.46079197664303795,0.4196155677042452,0.08936008226265393
2017,1,Santiago del Estero,Santiago del Estero,129733,3355,133088,381324,0.3490155353452707,0.34021724307937606,0.025208884347198847
2017,1,Tierra del Fuego,Tierra del Fuego,61653,5149,66802,151961,0.4395996341166484,0.4057159402741493,0.07707853058291668
2017,1,Tucumán,Tucumán,341645,28404,370049,880223,0.42040369315503,0.3881345977098985,0.0767574023980608
